IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.16.166.148,2,1,0.50,209.67,0.00,N/A
104.19.181.98,2,1,0.50,209.68,0.00,N/A
172.65.52.139,2,1,0.50,209.69,0.00,N/A
104.19.213.1,2,1,0.50,209.93,0.00,N/A
172.65.41.149,2,1,0.50,210.00,0.00,N/A
104.20.34.237,2,1,0.50,210.02,0.00,N/A
104.20.7.253,2,1,0.50,210.31,0.00,N/A
104.19.151.202,2,1,0.50,210.49,0.00,N/A
172.67.188.86,2,1,0.50,210.61,0.00,N/A
172.65.153.62,2,1,0.50,210.62,0.00,N/A
172.67.218.31,2,1,0.50,210.78,0.00,N/A
104.21.38.27,2,1,0.50,210.80,0.00,N/A
104.19.249.31,2,1,0.50,210.93,0.00,N/A
104.16.211.64,2,1,0.50,211.02,0.00,N/A
104.20.1.249,2,1,0.50,211.23,0.00,N/A
104.17.212.60,2,1,0.50,211.61,0.00,N/A
104.16.224.229,2,1,0.50,211.67,0.00,N/A
104.16.159.83,2,1,0.50,211.71,0.00,N/A
104.19.248.54,2,1,0.50,211.98,0.00,N/A
172.67.223.30,2,1,0.50,212.20,0.00,N/A
104.16.199.66,2,1,0.50,212.21,0.00,N/A
104.16.140.50,2,1,0.50,212.30,0.00,N/A
104.17.231.76,2,1,0.50,212.34,0.00,N/A
104.19.180.117,2,1,0.50,212.38,0.00,N/A
104.19.68.106,2,1,0.50,212.44,0.00,N/A
104.20.43.146,2,1,0.50,212.47,0.00,N/A
104.16.191.18,2,1,0.50,212.53,0.00,N/A
172.66.206.60,2,1,0.50,212.86,0.00,N/A
104.18.249.217,2,1,0.50,212.97,0.00,N/A
104.16.207.247,2,1,0.50,212.99,0.00,N/A
104.21.91.129,2,1,0.50,213.12,0.00,N/A
172.66.45.101,2,1,0.50,213.32,0.00,N/A
104.19.27.98,2,1,0.50,213.59,0.00,N/A
104.16.193.61,2,1,0.50,213.81,0.00,N/A
104.19.59.119,2,1,0.50,213.97,0.00,N/A
104.24.72.194,2,1,0.50,213.98,0.00,N/A
104.24.149.46,2,1,0.50,214.07,0.00,N/A
104.19.228.133,2,1,0.50,214.12,0.00,N/A
104.16.158.225,2,1,0.50,214.16,0.00,N/A
172.65.163.24,2,1,0.50,214.29,0.00,N/A
104.24.213.193,2,1,0.50,214.30,0.00,N/A
104.16.203.157,2,1,0.50,214.32,0.00,N/A
104.19.35.166,2,1,0.50,214.38,0.00,N/A
104.18.245.193,2,1,0.50,214.46,0.00,N/A
104.19.128.185,2,1,0.50,214.54,0.00,N/A
104.17.193.201,2,1,0.50,214.55,0.00,N/A
104.19.34.60,2,1,0.50,214.58,0.00,N/A
104.19.127.126,2,1,0.50,214.59,0.00,N/A
172.67.198.88,2,1,0.50,214.62,0.00,N/A
104.19.72.152,2,1,0.50,214.63,0.00,N/A
104.19.16.46,2,1,0.50,214.65,0.00,N/A
104.24.151.168,2,1,0.50,214.76,0.00,N/A
172.65.138.71,2,1,0.50,214.88,0.00,N/A
172.65.39.243,2,1,0.50,214.90,0.00,N/A
104.19.129.27,2,1,0.50,214.95,0.00,N/A
104.18.199.177,2,1,0.50,214.99,0.00,N/A
104.16.179.223,2,1,0.50,215.03,0.00,N/A
104.16.212.213,2,1,0.50,215.04,0.00,N/A
104.24.207.144,2,1,0.50,215.05,0.00,N/A
104.16.170.43,2,1,0.50,215.07,0.00,N/A
104.18.223.164,2,1,0.50,215.34,0.00,N/A
104.17.199.59,2,1,0.50,215.35,0.00,N/A
104.17.192.215,2,1,0.50,215.39,0.00,N/A
104.18.230.252,2,1,0.50,215.50,0.00,N/A
104.19.130.87,2,1,0.50,215.51,0.00,N/A
104.16.142.127,2,1,0.50,215.52,0.00,N/A
104.19.80.20,2,1,0.50,215.59,0.00,N/A
104.17.197.6,2,1,0.50,215.60,0.00,N/A
172.67.230.110,2,1,0.50,215.61,0.00,N/A
104.24.74.117,2,1,0.50,215.63,0.00,N/A
104.24.202.96,2,1,0.50,215.66,0.00,N/A
172.67.189.254,2,1,0.50,215.66,0.00,N/A
104.16.136.32,2,1,0.50,215.74,0.00,N/A
104.24.65.121,2,1,0.50,215.84,0.00,N/A
104.18.243.222,2,1,0.50,215.87,0.00,N/A
104.18.184.191,2,1,0.50,216.07,0.00,N/A
104.19.147.242,2,1,0.50,216.11,0.00,N/A
104.21.77.61,2,1,0.50,216.12,0.00,N/A
172.65.40.199,2,1,0.50,216.15,0.00,N/A
104.19.78.205,2,1,0.50,216.25,0.00,N/A
172.67.253.225,2,1,0.50,216.25,0.00,N/A
172.65.128.224,2,1,0.50,216.29,0.00,N/A
104.24.64.128,2,1,0.50,216.30,0.00,N/A
172.66.208.63,2,1,0.50,216.37,0.00,N/A
104.19.53.211,2,1,0.50,216.45,0.00,N/A
104.18.237.192,2,1,0.50,216.52,0.00,N/A
172.66.177.80,2,1,0.50,216.69,0.00,N/A
104.18.241.242,2,1,0.50,216.85,0.00,N/A
104.19.50.147,2,1,0.50,216.87,0.00,N/A
104.17.207.71,2,1,0.50,216.88,0.00,N/A
104.17.4.117,2,1,0.50,216.88,0.00,N/A
104.24.230.201,2,1,0.50,216.98,0.00,N/A
104.24.145.254,2,1,0.50,216.99,0.00,N/A
104.16.139.111,2,1,0.50,217.03,0.00,N/A
104.16.157.188,2,1,0.50,217.05,0.00,N/A
104.19.215.141,2,1,0.50,217.11,0.00,N/A
104.24.43.244,2,1,0.50,217.13,0.00,N/A
104.19.250.241,2,1,0.50,217.18,0.00,N/A
104.24.21.38,2,1,0.50,217.18,0.00,N/A
104.20.14.108,2,1,0.50,217.29,0.00,N/A
104.24.212.193,2,1,0.50,217.34,0.00,N/A
104.18.227.176,2,1,0.50,217.37,0.00,N/A
104.17.189.214,2,1,0.50,217.45,0.00,N/A
104.19.138.203,2,1,0.50,217.66,0.00,N/A
104.19.135.123,2,1,0.50,217.68,0.00,N/A
104.19.126.97,2,1,0.50,217.70,0.00,N/A
172.65.55.115,2,1,0.50,217.73,0.00,N/A
104.17.238.155,2,1,0.50,217.76,0.00,N/A
104.16.213.108,2,1,0.50,217.82,0.00,N/A
172.65.130.112,2,1,0.50,217.85,0.00,N/A
104.19.2.185,2,1,0.50,217.88,0.00,N/A
104.19.177.45,2,1,0.50,217.93,0.00,N/A
104.24.94.167,2,1,0.50,217.97,0.00,N/A
104.17.201.33,2,1,0.50,217.99,0.00,N/A
104.18.198.212,2,1,0.50,218.02,0.00,N/A
104.17.204.63,2,1,0.50,218.16,0.00,N/A
172.65.50.58,2,1,0.50,218.17,0.00,N/A
104.19.121.237,2,1,0.50,218.20,0.00,N/A
104.17.210.113,2,1,0.50,218.20,0.00,N/A
104.25.8.148,2,1,0.50,218.24,0.00,N/A
104.18.203.152,2,1,0.50,218.27,0.00,N/A
104.16.134.121,2,1,0.50,218.29,0.00,N/A
172.65.46.185,2,1,0.50,218.34,0.00,N/A
104.19.134.198,2,1,0.50,218.35,0.00,N/A
104.17.228.138,2,1,0.50,218.47,0.00,N/A
104.18.253.213,2,1,0.50,218.49,0.00,N/A
104.24.236.134,2,1,0.50,218.51,0.00,N/A
104.24.58.149,2,1,0.50,218.57,0.00,N/A
104.24.91.57,2,1,0.50,218.60,0.00,N/A
104.24.90.194,2,1,0.50,218.61,0.00,N/A
104.24.237.252,2,1,0.50,218.67,0.00,N/A
104.16.167.219,2,1,0.50,218.68,0.00,N/A
104.18.213.218,2,1,0.50,218.73,0.00,N/A
104.16.135.67,2,1,0.50,218.74,0.00,N/A
104.16.221.44,2,1,0.50,218.88,0.00,N/A
104.19.51.116,2,1,0.50,218.91,0.00,N/A
104.16.163.14,2,1,0.50,218.94,0.00,N/A
104.17.220.193,2,1,0.50,219.02,0.00,N/A
104.19.79.221,2,1,0.50,219.03,0.00,N/A
104.21.49.103,2,1,0.50,219.17,0.00,N/A
172.67.163.132,2,1,0.50,219.24,0.00,N/A
104.24.49.46,2,1,0.50,219.39,0.00,N/A
172.65.125.8,2,1,0.50,219.39,0.00,N/A
104.19.174.6,2,1,0.50,219.50,0.00,N/A
104.16.228.12,2,1,0.50,219.58,0.00,N/A
104.16.129.26,2,1,0.50,219.61,0.00,N/A
104.19.14.58,2,1,0.50,219.62,0.00,N/A
172.65.160.64,2,1,0.50,219.69,0.00,N/A
104.18.225.214,2,1,0.50,219.72,0.00,N/A
104.17.246.135,2,1,0.50,219.80,0.00,N/A
104.16.169.66,2,1,0.50,219.84,0.00,N/A
172.67.183.227,2,1,0.50,219.89,0.00,N/A
104.24.224.135,2,1,0.50,219.89,0.00,N/A
104.19.106.83,2,1,0.50,219.92,0.00,N/A
104.21.74.78,2,1,0.50,219.96,0.00,N/A
172.67.164.215,2,1,0.50,219.96,0.00,N/A
104.18.189.163,2,1,0.50,219.97,0.00,N/A
172.65.132.71,2,1,0.50,220.00,0.00,N/A
104.24.57.159,2,1,0.50,220.04,0.00,N/A
104.24.70.187,2,1,0.50,220.04,0.00,N/A
172.67.215.42,2,1,0.50,220.04,0.00,N/A
104.25.2.19,2,1,0.50,220.15,0.00,N/A
104.19.31.126,2,1,0.50,220.22,0.00,N/A
104.19.148.177,2,1,0.50,220.23,0.00,N/A
104.19.212.5,2,1,0.50,220.27,0.00,N/A
104.19.33.47,2,1,0.50,220.27,0.00,N/A
104.18.252.150,2,1,0.50,220.32,0.00,N/A
104.24.78.84,2,1,0.50,220.43,0.00,N/A
104.18.220.37,2,1,0.50,220.48,0.00,N/A
104.16.192.6,2,1,0.50,220.51,0.00,N/A
104.19.111.205,2,1,0.50,220.52,0.00,N/A
172.65.162.97,2,1,0.50,220.54,0.00,N/A
172.67.224.149,2,1,0.50,220.55,0.00,N/A
104.24.79.59,2,1,0.50,220.56,0.00,N/A
104.17.221.167,2,1,0.50,220.62,0.00,N/A
172.65.250.144,2,1,0.50,220.67,0.00,N/A
104.19.124.166,2,1,0.50,220.68,0.00,N/A
104.19.123.15,2,1,0.50,220.68,0.00,N/A
104.16.137.33,2,1,0.50,220.78,0.00,N/A
104.19.233.105,2,1,0.50,221.00,0.00,N/A
104.19.114.230,2,1,0.50,221.01,0.00,N/A
172.67.180.10,2,1,0.50,221.07,0.00,N/A
104.24.208.123,2,1,0.50,221.19,0.00,N/A
104.19.122.216,2,1,0.50,221.20,0.00,N/A
104.19.22.3,2,1,0.50,221.22,0.00,N/A
172.67.204.247,2,1,0.50,221.25,0.00,N/A
104.19.61.89,2,1,0.50,221.26,0.00,N/A
104.19.3.53,2,1,0.50,221.29,0.00,N/A
104.19.4.130,2,1,0.50,221.29,0.00,N/A
104.19.120.41,2,1,0.50,221.32,0.00,N/A
104.24.22.151,2,1,0.50,221.35,0.00,N/A
104.16.194.189,2,1,0.50,221.35,0.00,N/A
104.16.182.17,2,1,0.50,221.38,0.00,N/A
104.20.9.35,2,1,0.50,221.41,0.00,N/A
172.65.254.54,2,1,0.50,221.49,0.00,N/A
172.67.229.94,2,1,0.50,221.54,0.00,N/A
104.19.110.44,2,1,0.50,221.64,0.00,N/A
172.66.0.211,2,1,0.50,221.68,0.00,N/A
104.24.148.51,2,1,0.50,221.72,0.00,N/A
104.19.77.117,2,1,0.50,221.75,0.00,N/A
104.20.12.202,2,1,0.50,221.77,0.00,N/A
172.65.49.94,2,1,0.50,221.78,0.00,N/A
104.20.15.169,2,1,0.50,221.79,0.00,N/A
104.17.230.63,2,1,0.50,221.80,0.00,N/A
104.17.222.207,2,1,0.50,221.80,0.00,N/A
104.24.225.233,2,1,0.50,221.83,0.00,N/A
104.16.151.127,2,1,0.50,221.85,0.00,N/A
104.19.37.34,2,1,0.50,221.88,0.00,N/A
104.27.106.242,2,1,0.50,221.91,0.00,N/A
104.17.236.115,2,1,0.50,221.95,0.00,N/A
104.24.80.27,2,1,0.50,221.99,0.00,N/A
104.19.225.67,2,1,0.50,222.00,0.00,N/A
104.25.3.145,2,1,0.50,222.09,0.00,N/A
104.16.138.56,2,1,0.50,222.10,0.00,N/A
172.67.221.38,2,1,0.50,222.12,0.00,N/A
104.16.177.61,2,1,0.50,222.14,0.00,N/A
104.16.128.119,2,1,0.50,222.16,0.00,N/A
104.24.201.162,2,1,0.50,222.16,0.00,N/A
104.19.235.147,2,1,0.50,222.17,0.00,N/A
104.16.201.152,2,1,0.50,222.18,0.00,N/A
172.67.179.197,2,1,0.50,222.21,0.00,N/A
104.21.66.216,2,1,0.50,222.28,0.00,N/A
104.19.46.134,2,1,0.50,222.30,0.00,N/A
172.65.126.8,2,1,0.50,222.35,0.00,N/A
104.27.108.169,2,1,0.50,222.46,0.00,N/A
104.21.18.158,2,1,0.50,222.49,0.00,N/A
104.19.39.90,2,1,0.50,222.54,0.00,N/A
104.18.251.107,2,1,0.50,222.56,0.00,N/A
104.20.46.29,2,1,0.50,222.58,0.00,N/A
104.16.174.106,2,1,0.50,222.64,0.00,N/A
104.19.150.178,2,1,0.50,222.65,0.00,N/A
104.24.40.34,2,1,0.50,222.72,0.00,N/A
104.21.40.90,2,1,0.50,222.73,0.00,N/A
104.17.150.200,2,1,0.50,222.79,0.00,N/A
172.65.51.148,2,1,0.50,222.87,0.00,N/A
104.18.224.98,2,1,0.50,222.90,0.00,N/A
104.19.139.51,2,1,0.50,222.91,0.00,N/A
172.65.146.163,2,1,0.50,223.03,0.00,N/A
104.19.42.73,2,1,0.50,223.11,0.00,N/A
104.18.180.179,2,1,0.50,223.13,0.00,N/A
104.19.119.144,2,1,0.50,223.16,0.00,N/A
104.18.191.193,2,1,0.50,223.22,0.00,N/A
104.16.196.145,2,1,0.50,223.28,0.00,N/A
104.24.187.150,2,1,0.50,223.33,0.00,N/A
172.67.225.48,2,1,0.50,223.37,0.00,N/A
104.20.10.117,2,1,0.50,223.42,0.00,N/A
172.66.207.167,2,1,0.50,223.42,0.00,N/A
104.27.105.186,2,1,0.50,223.42,0.00,N/A
104.19.112.17,2,1,0.50,223.49,0.00,N/A
104.18.188.112,2,1,0.50,223.50,0.00,N/A
104.24.20.95,2,1,0.50,223.52,0.00,N/A
172.67.176.229,2,1,0.50,223.53,0.00,N/A
104.18.168.64,2,1,0.50,223.55,0.00,N/A
172.65.171.19,2,1,0.50,223.61,0.00,N/A
172.65.170.235,2,1,0.50,223.61,0.00,N/A
172.67.168.139,2,1,0.50,223.65,0.00,N/A
104.17.240.146,2,1,0.50,223.69,0.00,N/A
104.17.208.42,2,1,0.50,223.71,0.00,N/A
104.19.17.150,2,1,0.50,223.72,0.00,N/A
104.24.81.103,2,1,0.50,223.72,0.00,N/A
172.65.155.169,2,1,0.50,223.75,0.00,N/A
172.66.40.69,2,1,0.50,223.76,0.00,N/A
104.24.227.110,2,1,0.50,223.78,0.00,N/A
172.65.165.180,2,1,0.50,223.82,0.00,N/A
104.19.216.254,2,1,0.50,223.84,0.00,N/A
104.25.7.11,2,1,0.50,223.85,0.00,N/A
104.16.126.197,2,1,0.50,223.87,0.00,N/A
104.24.76.160,2,1,0.50,223.89,0.00,N/A
172.66.42.14,2,1,0.50,223.93,0.00,N/A
104.24.75.171,2,1,0.50,224.00,0.00,N/A
104.18.208.244,2,1,0.50,224.05,0.00,N/A
104.17.217.148,2,1,0.50,224.14,0.00,N/A
104.19.55.30,2,1,0.50,224.16,0.00,N/A
104.19.220.126,2,1,0.50,224.20,0.00,N/A
104.24.197.147,2,1,0.50,224.25,0.00,N/A
104.18.231.52,2,1,0.50,224.30,0.00,N/A
104.19.170.98,2,1,0.50,224.33,0.00,N/A
104.25.0.65,2,1,0.50,224.35,0.00,N/A
172.65.156.224,2,1,0.50,224.40,0.00,N/A
172.67.169.60,2,1,0.50,224.43,0.00,N/A
104.21.92.203,2,1,0.50,224.45,0.00,N/A
104.24.234.177,2,1,0.50,224.49,0.00,N/A
172.67.243.40,2,1,0.50,224.50,0.00,N/A
104.16.131.253,2,1,0.50,224.57,0.00,N/A
104.16.127.122,2,1,0.50,224.59,0.00,N/A
104.16.178.182,2,1,0.50,224.60,0.00,N/A
104.16.185.88,2,1,0.50,224.62,0.00,N/A
104.19.38.217,2,1,0.50,224.63,0.00,N/A
104.24.192.182,2,1,0.50,224.65,0.00,N/A
104.19.52.224,2,1,0.50,224.66,0.00,N/A
172.65.241.209,2,1,0.50,224.69,0.00,N/A
172.67.212.171,2,1,0.50,224.81,0.00,N/A
104.24.238.166,2,1,0.50,224.84,0.00,N/A
104.24.41.22,2,1,0.50,224.84,0.00,N/A
104.19.224.178,2,1,0.50,224.93,0.00,N/A
104.21.34.145,2,1,0.50,224.93,0.00,N/A
172.67.207.235,2,1,0.50,224.95,0.00,N/A
104.18.205.22,2,1,0.50,225.02,0.00,N/A
104.24.32.107,2,1,0.50,225.07,0.00,N/A
104.19.63.91,2,1,0.50,225.09,0.00,N/A
104.19.43.63,2,1,0.50,225.12,0.00,N/A
104.20.47.185,2,1,0.50,225.17,0.00,N/A
104.24.210.224,2,1,0.50,225.18,0.00,N/A
104.19.162.202,2,1,0.50,225.19,0.00,N/A
104.18.221.132,2,1,0.50,225.19,0.00,N/A
104.19.155.248,2,1,0.50,225.19,0.00,N/A
104.17.202.26,2,1,0.50,225.28,0.00,N/A
104.24.63.85,2,1,0.50,225.36,0.00,N/A
104.16.222.17,2,1,0.50,225.39,0.00,N/A
104.19.76.41,2,1,0.50,225.40,0.00,N/A
104.17.203.24,2,1,0.50,225.44,0.00,N/A
104.19.67.254,2,1,0.50,225.47,0.00,N/A
104.19.40.40,2,1,0.50,225.52,0.00,N/A
172.67.159.18,2,1,0.50,225.53,0.00,N/A
104.19.116.204,2,1,0.50,225.54,0.00,N/A
104.16.141.164,2,1,0.50,225.56,0.00,N/A
104.16.171.226,2,1,0.50,225.59,0.00,N/A
104.19.60.212,2,1,0.50,225.59,0.00,N/A
104.19.23.28,2,1,0.50,225.61,0.00,N/A
104.16.187.140,2,1,0.50,225.65,0.00,N/A
104.24.188.228,2,1,0.50,225.75,0.00,N/A
104.24.60.202,2,1,0.50,225.79,0.00,N/A
104.24.199.170,2,1,0.50,225.82,0.00,N/A
104.18.246.157,2,1,0.50,225.85,0.00,N/A
104.19.64.166,2,1,0.50,225.85,0.00,N/A
104.21.72.91,2,1,0.50,225.91,0.00,N/A
104.18.164.224,2,1,0.50,225.92,0.00,N/A
104.21.3.117,2,1,0.50,225.96,0.00,N/A
104.17.234.226,2,1,0.50,225.97,0.00,N/A
104.21.61.71,2,1,0.50,225.97,0.00,N/A
104.19.198.178,2,1,0.50,225.98,0.00,N/A
172.65.157.246,2,1,0.50,225.98,0.00,N/A
172.67.219.186,2,1,0.50,225.98,0.00,N/A
104.24.52.111,2,1,0.50,226.02,0.00,N/A
172.67.250.112,2,1,0.50,226.06,0.00,N/A
104.19.159.119,2,1,0.50,226.07,0.00,N/A
172.67.220.215,2,1,0.50,226.09,0.00,N/A
104.19.82.79,2,1,0.50,226.14,0.00,N/A
104.24.240.123,2,1,0.50,226.14,0.00,N/A
104.19.167.153,2,1,0.50,226.24,0.00,N/A
104.24.55.61,2,1,0.50,226.26,0.00,N/A
104.16.184.201,2,1,0.50,226.31,0.00,N/A
104.19.143.58,2,1,0.50,226.37,0.00,N/A
104.17.191.112,2,1,0.50,226.37,0.00,N/A
172.65.158.83,2,1,0.50,226.51,0.00,N/A
104.17.227.29,2,1,0.50,226.53,0.00,N/A
104.19.189.21,2,1,0.50,226.55,0.00,N/A
104.19.238.110,2,1,0.50,226.61,0.00,N/A
104.19.69.245,2,1,0.50,226.64,0.00,N/A
104.16.150.55,2,1,0.50,226.65,0.00,N/A
104.18.236.248,2,1,0.50,226.66,0.00,N/A
172.67.231.16,2,1,0.50,226.67,0.00,N/A
104.25.1.31,2,1,0.50,226.67,0.00,N/A
104.17.200.230,2,1,0.50,226.68,0.00,N/A
172.65.135.20,2,1,0.50,226.74,0.00,N/A
104.21.64.16,2,1,0.50,226.78,0.00,N/A
172.67.227.79,2,1,0.50,226.86,0.00,N/A
172.67.166.195,2,1,0.50,226.93,0.00,N/A
104.24.196.84,2,1,0.50,227.00,0.00,N/A
104.20.42.40,2,1,0.50,227.02,0.00,N/A
172.65.255.78,2,1,0.50,227.11,0.00,N/A
104.21.104.252,2,1,0.50,227.13,0.00,N/A
104.25.5.18,2,1,0.50,227.14,0.00,N/A
104.19.203.105,2,1,0.50,227.15,0.00,N/A
172.65.43.184,2,1,0.50,227.16,0.00,N/A
172.67.191.52,2,1,0.50,227.22,0.00,N/A
172.65.242.178,2,1,0.50,227.24,0.00,N/A
104.19.172.92,2,1,0.50,227.25,0.00,N/A
104.16.214.138,2,1,0.50,227.35,0.00,N/A
104.18.183.179,2,1,0.50,227.35,0.00,N/A
104.24.229.89,2,1,0.50,227.37,0.00,N/A
104.27.102.143,2,1,0.50,227.38,0.00,N/A
104.18.235.171,2,1,0.50,227.41,0.00,N/A
104.19.108.168,2,1,0.50,227.41,0.00,N/A
104.24.178.239,2,1,0.50,227.42,0.00,N/A
104.24.82.176,2,1,0.50,227.43,0.00,N/A
104.19.171.191,2,1,0.50,227.49,0.00,N/A
104.24.89.191,2,1,0.50,227.51,0.00,N/A
104.18.218.80,2,1,0.50,227.55,0.00,N/A
104.21.87.240,2,1,0.50,227.56,0.00,N/A
104.18.174.236,2,1,0.50,227.58,0.00,N/A
172.67.211.241,2,1,0.50,227.67,0.00,N/A
104.24.45.242,2,1,0.50,227.69,0.00,N/A
172.66.3.5,2,1,0.50,227.70,0.00,N/A
104.16.144.103,2,1,0.50,227.70,0.00,N/A
104.19.18.55,2,1,0.50,227.72,0.00,N/A
104.16.198.150,2,1,0.50,227.73,0.00,N/A
172.65.243.0,2,1,0.50,227.76,0.00,N/A
104.24.28.198,2,1,0.50,227.77,0.00,N/A
104.18.204.179,2,1,0.50,227.77,0.00,N/A
104.21.35.211,2,1,0.50,227.77,0.00,N/A
104.17.229.157,2,1,0.50,227.90,0.00,N/A
104.19.137.231,2,1,0.50,227.91,0.00,N/A
104.19.192.176,2,1,0.50,227.93,0.00,N/A
104.16.183.3,2,1,0.50,227.94,0.00,N/A
104.21.2.108,2,1,0.50,227.96,0.00,N/A
172.67.217.135,2,1,0.50,227.97,0.00,N/A
104.18.176.79,2,1,0.50,228.01,0.00,N/A
172.65.149.164,2,1,0.50,228.02,0.00,N/A
104.19.75.252,2,1,0.50,228.03,0.00,N/A
104.19.241.22,2,1,0.50,228.07,0.00,N/A
104.19.6.79,2,1,0.50,228.09,0.00,N/A
104.17.226.151,2,1,0.50,228.09,0.00,N/A
104.27.104.223,2,1,0.50,228.09,0.00,N/A
104.18.179.163,2,1,0.50,228.09,0.00,N/A
104.20.36.83,2,1,0.50,228.10,0.00,N/A
104.21.106.39,2,1,0.50,228.13,0.00,N/A
172.65.244.163,2,1,0.50,228.15,0.00,N/A
172.65.131.201,2,1,0.50,228.18,0.00,N/A
172.67.197.203,2,1,0.50,228.19,0.00,N/A
104.17.6.84,2,1,0.50,228.38,0.00,N/A
104.19.141.31,2,1,0.50,228.45,0.00,N/A
104.17.7.112,2,1,0.50,228.50,0.00,N/A
104.21.5.243,2,1,0.50,228.61,0.00,N/A
104.18.182.88,2,1,0.50,228.61,0.00,N/A
104.19.153.210,2,1,0.50,228.62,0.00,N/A
104.20.6.191,2,1,0.50,228.63,0.00,N/A
104.19.154.133,2,1,0.50,228.64,0.00,N/A
104.16.132.63,2,1,0.50,228.65,0.00,N/A
104.19.5.180,2,1,0.50,228.66,0.00,N/A
104.19.74.86,2,1,0.50,228.73,0.00,N/A
104.16.162.12,2,1,0.50,228.73,0.00,N/A
104.24.233.152,2,1,0.50,228.81,0.00,N/A
104.21.65.192,2,1,0.50,228.87,0.00,N/A
104.17.244.32,2,1,0.50,228.90,0.00,N/A
104.18.209.58,2,1,0.50,228.91,0.00,N/A
104.24.220.214,2,1,0.50,228.92,0.00,N/A
104.19.209.171,2,1,0.50,228.92,0.00,N/A
172.67.216.55,2,1,0.50,228.94,0.00,N/A
104.24.177.253,2,1,0.50,228.95,0.00,N/A
172.65.154.189,2,1,0.50,229.00,0.00,N/A
104.24.204.60,2,1,0.50,229.04,0.00,N/A
104.24.51.222,2,1,0.50,229.05,0.00,N/A
104.18.194.24,2,1,0.50,229.06,0.00,N/A
172.65.150.105,2,1,0.50,229.08,0.00,N/A
172.67.210.26,2,1,0.50,229.13,0.00,N/A
104.18.181.89,2,1,0.50,229.13,0.00,N/A
104.19.105.88,2,1,0.50,229.14,0.00,N/A
104.16.147.248,2,1,0.50,229.22,0.00,N/A
104.19.201.124,2,1,0.50,229.24,0.00,N/A
104.18.240.20,2,1,0.50,229.27,0.00,N/A
104.19.29.213,2,1,0.50,229.29,0.00,N/A
172.67.172.122,2,1,0.50,229.38,0.00,N/A
104.21.98.45,2,1,0.50,229.43,0.00,N/A
104.19.28.39,2,1,0.50,229.45,0.00,N/A
104.21.44.110,2,1,0.50,229.45,0.00,N/A
104.20.0.14,2,1,0.50,229.48,0.00,N/A
104.21.71.116,2,1,0.50,229.50,0.00,N/A
104.25.113.71,2,1,0.50,229.50,0.00,N/A
172.66.217.223,2,1,0.50,229.54,0.00,N/A
104.20.60.103,2,1,0.50,207.78,0.00,N/A
104.19.146.96,2,1,0.50,229.61,0.00,N/A
104.19.47.195,2,1,0.50,229.65,0.00,N/A
104.18.216.117,2,1,0.50,229.66,0.00,N/A
104.21.93.116,2,1,0.50,229.70,0.00,N/A
104.20.49.167,2,1,0.50,229.73,0.00,N/A
104.19.49.33,2,1,0.50,229.80,0.00,N/A
172.67.190.90,2,1,0.50,229.82,0.00,N/A
104.18.197.177,2,1,0.50,229.85,0.00,N/A
104.24.69.51,2,1,0.50,229.88,0.00,N/A
104.18.186.58,2,1,0.50,229.91,0.00,N/A
104.19.239.106,2,1,0.50,229.93,0.00,N/A
104.16.200.106,2,1,0.50,230.00,0.00,N/A
104.24.46.93,2,1,0.50,230.03,0.00,N/A
104.16.143.173,2,1,0.50,230.04,0.00,N/A
104.19.21.51,2,1,0.50,230.09,0.00,N/A
104.19.58.130,2,1,0.50,230.13,0.00,N/A
104.18.222.175,2,1,0.50,230.15,0.00,N/A
172.67.178.223,2,1,0.50,230.18,0.00,N/A
172.67.214.156,2,1,0.50,230.19,0.00,N/A
172.65.53.220,2,1,0.50,230.28,0.00,N/A
104.24.217.112,2,1,0.50,230.34,0.00,N/A
172.67.213.232,2,1,0.50,230.36,0.00,N/A
104.19.156.86,2,1,0.50,230.44,0.00,N/A
104.24.218.17,2,1,0.50,230.46,0.00,N/A
172.67.251.55,2,1,0.50,230.46,0.00,N/A
104.21.69.221,2,1,0.50,230.46,0.00,N/A
104.16.172.125,2,1,0.50,230.50,0.00,N/A
104.19.113.83,2,1,0.50,230.54,0.00,N/A
104.24.226.109,2,1,0.50,230.59,0.00,N/A
172.65.122.43,2,1,0.50,230.59,0.00,N/A
104.16.133.153,2,1,0.50,230.61,0.00,N/A
104.17.241.170,2,1,0.50,230.65,0.00,N/A
104.19.30.15,2,1,0.50,230.70,0.00,N/A
104.17.223.238,2,1,0.50,230.74,0.00,N/A
104.17.224.52,2,1,0.50,230.74,0.00,N/A
104.19.219.254,2,1,0.50,230.75,0.00,N/A
172.67.200.199,2,1,0.50,230.77,0.00,N/A
104.17.233.8,2,1,0.50,230.83,0.00,N/A
104.17.239.40,2,1,0.50,230.83,0.00,N/A
104.18.165.17,2,1,0.50,230.85,0.00,N/A
104.18.187.53,2,1,0.50,230.88,0.00,N/A
172.65.121.197,2,1,0.50,230.88,0.00,N/A
172.65.164.39,2,1,0.50,230.90,0.00,N/A
104.21.47.187,2,1,0.50,230.92,0.00,N/A
104.18.200.147,2,1,0.50,230.95,0.00,N/A
104.18.248.80,2,1,0.50,231.02,0.00,N/A
104.16.232.73,2,1,0.50,231.06,0.00,N/A
